,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1066,2,2,3,0,1,2,3,1,3,2,1,4
1067,3,1,2,0,0,1,2,1,3,3,4,6
1068,4,2,2,0,0,0,1,0,2,2,7,6
1069,2,1,2,0,0,1,3,1,5,3,4,4
1070,4,2,1,0,0,1,3,0,2,3,5,6
1071,4,1,2,2,1,1,2,2,4,3,2,3
1072,4,2,1,1,0,0,2,1,2,2,4,6
1073,3,2,1,1,1,0,4,1,2,2,4,3
1074,2,4,2,1,1,0,4,1,4,3,2,4
1075,2,3,1,0,0,0,2,0,4,3,7,6
1076,3,1,1,1,1,1,3,1,5,4,3,4
1077,3,1,2,0,0,1,2,1,4,4,3,3
1078,2,1,2,2,1,1,4,2,7,2,2,3
1079,2,2,1,0,1,0,5,1,5,3,3,4
1080,2,0,1,0,1,1,2,1,6,1,1,6
1081,2,1,1,0,0,1,3,1,5,1,2,4
1082,2,1,1,0,0,1,3,1,5,1,2,4
1083,3,1,2,2,1,1,4,2,2,2,1,4
1084,2,1,1,0,0,0,3,1,5,1,3,6
1085,3,2,4,1,0,1,3,2,3,2,0,3
1086,1,1,2,0,0,0,2,0,7,3,5,8
1087,3,1,1,0,0,1,2,0,4,2,5,8
1088,3,1,2,2,1,1,4,2,2,2,1,4
1089,3,0,1,0,0,0,2,1,4,1,4,6
1090,4,1,3,2,1,2,4,2,2,3,2,4
1091,3,1,2,2,1,1,3,2,2,2,1,4
1092,3,1,2,0,1,0,3,1,6,2,4,4
1093,4,0,1,0,0,0,2,1,3,1,4,6
1094,3,1,1,1,1,1,4,1,3,1,1,3
1095,1,1,1,0,0,0,2,0,7,1,4,8
1096,2,1,1,1,0,1,3,1,5,1,3,4
1097,2,1,1,0,0,0,3,1,5,1,3,6
1098,2,2,1,1,0,1,2,1,5,1,3,4
1099,1,2,1,0,0,0,2,0,6,6,9,6
1100,2,1,1,0,0,1,3,1,5,1,2,4
1101,2,0,2,0,0,1,2,0,4,2,6,4
1102,2,0,2,0,0,1,3,0,6,3,5,3
1103,3,2,2,0,0,0,2,1,3,2,4,3
1104,3,2,4,1,0,1,3,2,3,2,0,3
1105,1,2,2,0,0,0,4,0,7,3,5,6
1106,1,1,2,0,0,0,2,0,7,3,5,8
1107,3,2,0,0,0,0,1,0,5,4,7,6
1108,2,2,1,0,0,0,1,0,4,3,7,6
1109,5,1,2,0,1,0,3,1,2,2,2,1
1110,3,2,0,0,0,0,1,0,5,4,7,6
1111,4,0,2,0,0,0,2,0,3,4,6,4
1112,2,1,2,1,1,1,3,2,7,2,3,4
1113,3,0,2,0,1,0,2,1,5,2,4,3
1114,2,4,1,0,1,0,0,1,4,1,3,1
1115,3,0,2,0,1,1,2,1,3,1,3,8
1116,2,3,0,0,0,0,1,0,5,3,4,3
1117,4,3,2,1,0,1,4,2,5,4,2,3
1118,1,3,0,0,0,0,1,0,5,3,4,3
1119,2,4,0,1,0,0,2,1,5,1,1,3
1120,2,0,1,1,1,1,2,2,7,2,1,4
1121,2,3,1,0,1,0,2,1,4,3,3,4
1122,2,1,2,0,0,1,1,0,5,2,5,6
1123,5,2,2,0,0,0,2,1,1,2,4,3
1124,5,1,2,0,1,0,2,1,2,3,4,3
1125,2,4,2,1,1,1,4,1,4,2,1,4
1126,2,0,1,0,0,2,3,0,3,0,7,6
1127,2,0,1,0,0,0,2,0,4,1,6,6
1128,1,0,1,0,1,0,2,1,4,2,2,3
1129,3,1,1,0,0,1,2,0,3,1,6,6
1130,2,1,1,0,1,1,3,1,4,2,1,4
1131,2,1,2,0,1,0,2,1,4,3,2,4
1132,2,3,1,2,1,0,3,2,4,3,1,3
1133,4,1,2,0,1,0,2,1,2,2,3,3
1134,3,3,2,0,0,0,2,1,4,2,3,3
1135,2,1,2,1,1,0,3,2,6,2,2,4
1136,2,1,2,0,0,2,3,0,6,2,6,8
1137,2,2,2,1,0,2,3,1,6,2,5,8
1138,5,1,2,0,1,1,2,1,3,4,2,3
1139,4,2,2,0,0,0,1,1,2,1,5,3
1140,4,0,1,0,1,0,1,0,3,2,4,4
1141,5,2,2,1,1,0,3,2,4,4,3,3
1142,5,1,2,0,1,1,2,1,3,4,2,3
1143,3,1,1,0,1,0,2,1,4,2,4,3
1144,3,1,1,0,1,0,2,1,4,2,4,3
1145,2,2,1,1,0,2,4,1,3,2,1,3
1146,5,1,1,0,0,0,3,1,2,2,4,3
1147,4,2,1,0,0,0,4,1,4,3,2,3
1148,3,0,2,0,0,0,2,1,4,3,4,4
1149,2,1,1,1,0,2,4,1,3,1,2,3
1150,2,2,1,1,0,2,4,1,3,2,1,3
1151,2,2,1,1,0,2,4,1,3,2,1,3
1152,2,5,0,0,0,0,1,1,5,1,2,1
1153,1,3,0,0,0,0,2,0,7,1,4,4
1154,3,0,1,0,0,1,3,1,6,2,1,1
1155,3,2,2,0,0,0,3,1,6,3,4,1
1156,3,2,1,2,1,0,2,2,3,1,1,4
1157,3,2,1,2,1,0,2,2,3,1,1,4
1158,1,1,1,0,5,2,4,1,4,1,2,4
1159,3,2,1,2,1,0,2,2,3,1,1,4
1160,3,0,2,0,1,1,3,1,5,6,2,4
1161,3,2,1,2,1,0,2,2,3,1,1,4
1162,2,1,2,1,1,0,3,1,3,4,3,6
1163,1,1,1,0,5,2,4,1,4,1,2,4
1164,4,1,2,0,1,0,1,1,3,1,3,4
1165,2,1,1,0,0,1,2,1,7,2,3,3
1166,2,3,1,0,0,0,1,1,4,1,2,3
1167,3,1,2,0,1,0,2,1,4,4,4,4
1168,3,1,2,0,0,0,1,0,4,1,4,3
1169,3,0,2,0,1,1,3,1,5,6,2,4
1170,3,1,2,0,1,0,2,1,5,3,3,4
1171,4,5,2,0,0,0,2,1,3,1,2,3
1172,3,1,2,0,0,0,2,0,2,5,7,4
1173,3,1,1,0,1,1,2,1,6,3,5,3
1174,3,1,1,1,0,1,4,2,6,3,3,4
1175,2,1,2,1,0,1,3,1,2,2,1,3
1176,2,2,2,1,0,0,4,2,5,3,2,6
1177,2,1,1,0,0,0,4,1,6,3,3,4
1178,5,3,2,0,0,1,3,1,2,1,1,3
1179,3,1,1,0,1,1,2,1,4,1,2,3
1180,4,5,2,0,0,0,2,1,3,1,2,3
1181,3,3,2,1,0,0,2,1,3,1,3,4
1182,3,1,1,0,1,1,2,1,6,3,5,3
1183,2,1,1,0,0,1,2,0,4,2,4,4
1184,3,3,1,0,0,1,2,0,4,2,7,6
1185,2,3,3,1,1,2,5,2,3,3,1,3
1186,3,2,2,0,1,0,4,1,3,2,2,3
1187,2,1,2,0,0,1,2,0,4,2,4,8
1188,3,1,1,0,0,1,3,1,3,1,3,4
1189,3,1,2,0,1,0,1,1,3,2,2,3
1190,3,1,2,0,0,0,2,0,2,5,7,4
1191,2,1,1,0,0,1,2,1,3,5,4,6
1192,3,1,1,2,1,0,2,2,2,2,1,4
1193,3,1,2,2,0,1,2,2,5,2,1,6
1194,2,2,1,1,0,1,4,1,5,4,2,4
1195,3,1,2,2,0,1,3,2,2,2,1,4
1196,2,1,1,0,0,1,2,1,3,5,4,6
1197,3,1,2,2,0,1,2,2,5,2,1,6
1198,3,1,1,2,1,0,2,2,2,2,1,4
1199,3,1,2,0,0,0,1,1,2,3,4,6
1200,2,0,2,0,0,1,1,0,5,2,4,4
1201,3,0,2,0,0,0,1,0,5,2,4,6
1202,2,2,2,1,1,1,4,1,3,1,1,3
1203,1,2,0,0,1,0,2,0,6,2,4,4
1204,1,2,0,0,1,0,2,0,6,2,4,4
1205,4,2,1,0,1,0,4,1,4,2,2,3
1206,3,1,2,2,0,2,3,2,1,1,1,4
1207,2,2,2,1,1,1,4,1,3,1,1,3
1208,2,1,2,0,0,1,2,0,6,3,5,4
1209,4,1,2,0,0,0,2,0,4,2,7,4
1210,5,1,2,0,0,0,1,0,2,0,4,4
1211,3,1,2,0,1,0,4,1,5,0,2,3
1212,3,2,2,0,0,1,3,1,4,3,5,4
1213,1,2,0,0,1,0,2,0,6,2,4,4
1214,5,1,2,0,0,0,1,1,0,2,4,4
1215,4,1,2,0,1,1,3,1,4,2,4,3
1216,4,2,2,0,0,0,1,0,2,1,5,8
1217,4,5,2,1,8,0,4,2,1,3,1,3
1218,3,1,2,0,0,0,2,1,2,1,4,8
1219,4,2,2,0,0,0,1,0,2,1,5,8
1220,2,1,1,0,1,0,4,0,5,2,4,4
1221,2,3,1,0,0,1,2,0,7,4,7,6
1222,3,1,2,0,0,0,2,1,3,5,3,4
1223,4,1,2,0,1,1,3,1,4,2,4,3
1224,3,1,2,0,0,0,2,0,4,3,6,6
1225,2,2,2,0,0,0,1,0,3,3,7,4
1226,3,1,2,0,0,0,2,0,4,3,6,6
1227,2,0,2,0,0,0,2,1,3,2,4,3
1228,5,1,3,0,1,0,2,0,4,0,7,4
1229,4,2,2,0,0,0,2,0,4,1,7,0
1230,3,2,1,1,1,1,5,2,3,2,1,4
1231,3,3,2,0,0,1,2,0,4,3,7,6
1232,3,3,2,0,0,0,1,0,3,3,7,6
1233,3,3,1,0,0,0,2,1,5,2,4,4
1234,3,1,1,0,1,1,3,1,6,3,3,4
1235,3,2,1,0,0,1,4,1,2,3,4,3
1236,2,2,2,0,0,0,1,0,3,3,7,4
1237,3,1,2,0,0,1,2,1,4,3,4,3
1238,3,3,2,0,0,1,2,0,3,2,8,6
1239,6,1,2,0,0,0,3,2,4,4,2,3
1240,3,0,1,0,0,1,3,1,6,2,1,4
1241,3,0,2,0,0,1,4,1,6,2,4,6
1242,4,3,2,0,0,1,3,0,2,1,8,6
1243,3,3,2,0,0,1,2,0,3,2,8,6
1244,2,1,1,0,0,0,2,1,5,1,3,3
1245,4,5,4,2,0,2,5,2,1,5,2,1
1246,4,1,2,0,1,1,3,1,4,2,4,6
1247,3,1,2,0,1,0,1,0,4,2,5,4
1248,3,0,1,0,1,0,1,1,5,2,4,6
1249,4,4,2,1,1,1,4,2,3,3,3,3
1250,1,1,1,0,0,1,3,1,9,3,4,6
1251,1,1,1,0,1,0,3,1,3,2,2,3
1252,1,1,1,0,1,0,3,1,3,2,2,4
1253,3,1,2,0,0,1,3,0,5,1,6,6
1254,3,0,4,0,3,1,3,1,3,0,1,3
1255,2,1,2,0,1,0,2,1,9,4,3,4
1256,3,0,3,0,1,0,3,1,5,4,2,4
1257,2,0,1,0,0,2,4,1,5,1,3,4
1258,2,2,0,0,0,2,4,1,3,1,1,4
1259,2,1,2,0,0,2,5,1,3,1,2,4
1260,2,1,1,0,0,2,5,1,3,1,1,4
1261,3,1,4,0,1,1,3,1,5,4,2,4
1262,3,0,3,0,1,0,3,1,5,4,2,4
1263,5,2,2,0,0,2,4,1,1,2,2,4
1264,3,0,2,0,0,0,1,1,6,1,3,3
1265,2,2,2,1,1,1,3,1,6,4,4,6
1266,3,1,2,0,0,1,2,0,2,2,6,8
1267,4,1,2,2,1,1,3,2,4,5,0,6
1268,3,2,1,1,0,0,3,1,2,1,2,3
1269,4,2,3,2,1,1,4,2,3,4,2,4
1270,4,1,2,2,1,1,3,2,4,5,0,6
1271,4,4,2,0,0,0,2,1,4,2,4,3
1272,3,3,1,0,4,1,3,1,4,3,2,3
1273,4,4,2,0,0,0,2,1,4,2,4,3
1274,4,2,3,2,1,1,4,2,3,4,2,4
1275,2,1,1,0,1,0,2,1,4,2,1,4
1276,4,1,2,2,1,1,3,2,4,5,0,6
1277,3,2,1,1,0,0,3,1,2,1,2,3
1278,3,1,2,0,2,0,2,1,5,1,4,4
1279,2,1,1,0,0,0,3,1,5,4,4,4
1280,3,0,2,0,0,0,3,0,2,6,7,4
1281,3,1,2,0,0,0,3,0,2,3,6,6
1282,3,2,4,1,0,1,3,2,2,2,1,3
1283,4,3,2,1,0,1,3,1,3,0,7,8
1284,3,1,2,0,0,0,3,0,2,3,6,6
1285,3,0,2,0,0,0,3,0,2,6,7,4
1286,2,0,1,0,1,1,3,0,3,2,5,6
1287,4,1,2,0,0,1,2,0,2,4,7,6
1288,3,2,1,0,0,0,2,0,3,3,7,6
1289,2,0,1,0,0,0,1,0,5,2,5,4
1290,4,0,1,0,0,0,2,1,3,2,2,4
1291,3,1,1,1,0,1,4,1,2,3,2,4
1292,2,0,1,0,0,0,1,1,7,3,3,4
1293,2,3,1,0,0,0,2,1,2,7,5,1
1294,2,3,1,0,0,0,2,1,2,7,5,1
1295,3,1,1,1,0,1,4,1,2,3,2,4
1296,3,2,1,0,1,0,2,1,5,2,4,4
1297,3,3,2,0,1,0,2,1,4,1,7,6
1298,3,2,2,0,0,1,3,1,5,2,7,4
1299,3,1,1,0,0,1,3,1,2,2,5,3
1300,4,1,2,0,1,1,3,1,1,1,3,4
1301,2,1,2,1,0,1,3,1,4,0,5,3
1302,3,1,2,0,1,1,4,1,5,1,2,4
1303,4,1,2,1,0,2,3,1,2,0,3,4
1304,4,4,4,2,0,2,5,2,2,6,2,3
1305,3,0,2,0,1,0,2,1,5,3,4,6
1306,2,1,2,0,1,1,2,0,3,3,7,8
1307,5,0,3,0,1,0,3,1,2,4,2,3
1308,5,0,4,0,1,0,2,1,2,2,3,4
1309,5,0,3,0,1,0,1,1,2,4,3,4
1310,1,2,0,1,0,1,3,1,6,1,3,4
1311,2,1,1,0,0,1,2,1,4,3,4,4
1312,5,1,3,0,0,0,3,1,1,2,4,3
1313,5,2,2,0,1,0,4,1,3,3,2,3
1314,2,2,2,0,0,1,3,1,3,2,2,4
1315,4,1,2,1,1,2,3,1,3,2,3,4
1316,3,1,1,0,0,1,4,1,2,1,5,4
1317,3,0,2,0,0,0,3,1,5,4,4,3
1318,2,0,1,0,1,0,2,1,7,3,3,4
1319,2,1,3,0,0,1,5,1,2,2,1,3
1320,3,1,2,0,1,0,2,0,2,6,7,4
1321,3,3,2,0,0,0,2,0,4,2,8,4
1322,1,2,1,0,0,0,3,0,7,3,3,4
1323,2,1,1,0,2,1,3,1,6,5,4,3
1324,2,0,2,0,1,0,4,1,4,4,4,4
1325,3,2,2,0,0,0,2,0,4,3,7,6
1326,2,1,4,0,0,1,3,1,3,1,1,4
1327,2,1,1,0,1,1,3,1,3,2,4,4
1328,1,2,1,0,0,0,1,0,5,1,5,4
1329,4,1,2,0,1,0,2,1,1,2,2,3
1330,4,1,2,0,1,0,2,1,1,2,2,3
1331,2,0,1,1,1,0,2,1,6,2,1,4
1332,3,0,3,2,1,2,4,2,3,3,2,6
1333,3,1,2,0,0,2,3,0,3,6,7,8
1334,4,1,3,0,1,0,2,0,4,1,7,4
1335,1,1,1,0,1,2,4,1,8,5,3,4
1336,3,2,2,0,0,1,3,1,4,1,5,8
1337,2,0,1,0,1,1,5,1,5,3,3,3
1338,2,0,1,0,1,1,5,1,5,3,3,3
1339,4,4,1,1,0,1,2,1,2,1,4,4
1340,3,0,1,0,0,1,2,0,4,1,3,4
1341,3,4,1,0,0,0,3,1,2,1,3,3
1342,4,4,1,1,0,1,2,1,2,1,4,4
1343,2,1,1,1,1,1,3,2,7,2,2,4
1344,3,1,2,0,0,1,3,0,4,2,6,8
1345,3,3,2,0,1,1,2,0,6,3,7,8
1346,3,3,2,0,0,1,3,1,4,1,6,6
1347,4,2,2,0,0,1,3,1,3,1,6,6
1348,3,2,2,0,0,1,3,1,4,1,5,8
1349,5,2,2,0,0,0,1,1,2,0,3,1
1350,4,4,2,0,0,0,2,0,5,5,7,6
1351,2,2,1,0,0,1,2,0,5,1,7,6
1352,1,1,1,0,1,2,4,1,8,5,3,4
1353,2,0,1,0,1,1,5,1,5,3,3,3
1354,3,0,1,0,0,1,3,1,6,2,1,3
1355,3,1,2,0,0,1,3,0,1,2,5,3
1356,3,1,2,2,1,1,4,2,5,4,1,4
1357,2,2,2,0,0,1,3,1,3,2,2,4
1358,2,2,1,0,1,1,2,0,5,2,6,8
1359,2,1,1,0,0,1,2,0,5,3,4,6
1360,2,0,1,0,1,1,3,1,7,1,4,4
1361,2,0,1,0,0,1,4,1,7,2,4,6
1362,2,1,1,0,0,1,2,0,4,3,5,6
1363,2,2,0,0,1,0,2,1,4,1,2,1
1364,3,1,2,0,0,1,3,0,1,2,5,3
1365,2,0,1,0,1,1,3,1,5,1,3,6
1366,3,0,2,0,0,0,1,0,4,2,4,4
1367,3,1,1,0,1,0,2,1,3,2,1,3
1368,3,1,2,2,1,1,4,2,5,4,1,4
1369,3,5,2,2,4,1,4,2,1,3,2,3
1370,3,1,2,0,1,0,2,1,4,2,3,4
1371,4,1,2,1,0,1,3,1,3,1,6,6
1372,6,1,3,1,1,1,3,2,1,5,2,4
1373,6,1,3,1,1,1,3,2,1,5,2,4
1374,2,1,2,0,0,0,2,0,3,1,7,6
1375,2,2,1,0,0,0,2,0,5,2,5,6
1376,2,1,2,0,1,0,2,1,3,5,5,4
1377,2,1,2,0,1,0,2,1,3,5,5,4
1378,2,1,1,0,1,1,2,0,5,1,4,6
1379,2,3,1,0,1,0,2,0,3,2,3,4
1380,2,2,1,1,1,1,3,1,5,1,6,6
1381,1,3,1,0,0,0,2,0,7,4,6,6
1382,2,4,0,0,1,0,1,1,3,1,1,4
1383,3,2,3,0,1,0,2,1,4,1,4,4
1384,2,1,2,0,1,0,2,1,4,5,5,4
1385,2,2,1,0,0,0,2,1,9,4,2,3
1386,1,4,0,0,0,0,2,0,6,7,9,6
1387,2,3,1,0,0,0,1,0,5,3,8,4
1388,3,0,1,0,1,0,3,0,4,3,5,6
1389,4,1,2,0,0,2,3,1,3,1,3,4
1390,2,1,1,1,0,1,2,1,7,2,3,4
1391,2,0,2,0,0,0,1,0,4,2,6,4
1392,2,3,1,0,0,0,1,0,5,3,8,4
1393,1,0,1,0,0,0,2,1,5,2,2,4
1394,1,4,0,0,0,0,2,0,6,7,9,6
1395,2,1,1,0,0,0,2,0,3,2,6,6
1396,3,0,1,0,1,0,3,0,4,3,5,6
1397,3,1,2,1,1,1,4,2,2,2,1,6
1398,3,1,2,1,1,1,4,2,2,2,1,6
1399,3,1,2,0,0,1,1,1,4,2,5,4
1400,3,1,2,1,1,1,4,2,2,2,1,6
1401,2,5,2,1,1,1,4,2,4,3,2,4
1402,3,3,1,0,1,1,2,1,5,3,4,8
1403,3,1,1,0,1,0,2,1,5,4,4,8
1404,4,2,2,0,1,0,1,1,1,1,5,3
1405,2,3,1,0,1,0,2,1,3,1,3,1
1406,4,1,2,0,0,0,1,1,2,1,4,8
1407,3,1,1,0,0,0,1,1,1,6,5,4
1408,3,1,2,1,1,1,4,2,2,2,1,6
1409,3,1,2,0,0,0,2,1,3,2,4,4
1410,3,1,1,0,0,1,2,1,5,2,5,4
1411,3,1,2,0,0,1,1,1,4,2,5,4
1412,2,2,1,0,0,0,3,1,4,6,6,8
1413,4,2,2,0,0,0,2,1,3,2,4,4
1414,1,0,1,0,0,1,2,0,5,1,5,4
1415,2,3,0,0,0,0,1,1,5,1,2,3
1416,2,1,1,0,1,0,2,1,5,4,3,4
1417,4,4,2,2,1,1,8,2,2,4,4,0
1418,2,2,4,0,1,0,2,0,3,3,3,3
1419,3,0,4,0,0,0,2,0,3,2,4,6
1420,5,1,2,1,0,0,2,2,3,1,3,1
1421,2,0,2,0,1,0,1,0,4,1,5,4
1422,1,0,1,0,1,0,2,1,5,2,1,3
1423,5,1,4,1,1,1,5,2,3,2,3,1
1424,4,2,2,0,0,0,2,1,3,2,4,4
1425,2,1,2,0,1,0,2,0,4,1,5,4
1426,3,1,2,0,1,1,3,0,2,1,7,4
1427,3,1,2,0,0,1,3,0,3,3,5,3
1428,4,0,2,0,0,0,1,1,2,5,3,6
1429,2,1,2,0,1,0,1,1,5,2,2,3
1430,3,3,1,0,1,0,2,1,2,1,3,1
1431,2,1,2,0,1,0,1,1,5,2,2,3
1432,2,2,2,0,0,0,1,0,3,3,6,6
1433,3,2,2,0,0,1,2,0,3,1,6,4
1434,3,1,2,0,0,1,3,0,3,3,5,3
1435,2,1,1,2,1,0,1,2,4,3,2,3
1436,4,4,4,2,1,1,5,2,2,5,1,3
1437,4,0,2,0,0,0,1,1,2,5,3,6
1438,2,1,2,0,1,2,4,1,4,1,2,3
1439,2,1,2,1,1,2,5,1,3,2,1,3
1440,3,1,4,1,1,1,3,2,2,2,1,3
1441,3,2,1,0,1,0,2,1,3,1,4,3
1442,4,1,2,0,1,0,2,1,3,1,2,3
1443,3,0,2,0,0,1,2,0,4,2,6,4
1444,3,3,2,1,0,1,3,1,3,1,5,4
1445,4,1,4,0,1,1,2,1,4,2,6,4
1446,2,1,2,0,1,1,1,0,5,2,6,4
1447,3,0,2,0,1,0,3,0,4,2,5,4
1448,3,0,2,0,1,0,3,0,4,2,5,4
1449,2,1,2,0,0,1,3,1,4,0,5,4
1450,3,3,2,1,0,1,3,1,3,1,5,4
1451,3,3,2,0,1,0,2,1,2,2,2,3
1452,3,3,2,1,0,1,3,1,3,1,5,4
1453,3,4,2,2,0,1,3,1,3,1,6,6
1454,4,1,2,2,1,1,5,2,2,3,1,3
1455,2,2,4,1,1,1,3,1,2,6,1,3
1456,2,1,2,0,1,1,1,0,5,2,6,4
1457,4,1,4,0,1,1,2,1,4,2,6,4
1458,3,1,4,0,1,1,3,0,5,2,6,4
1459,3,0,2,0,1,0,2,1,4,2,4,4
1460,4,0,4,0,1,0,2,1,5,2,7,4
1461,2,0,2,0,1,1,3,1,7,2,4,4
1462,3,0,2,0,1,0,3,0,4,2,5,4
1463,4,1,2,0,1,0,2,0,3,2,4,4
1464,4,3,2,1,0,1,3,1,3,0,7,8
1465,3,1,4,0,1,0,3,1,6,3,3,3
1466,2,1,2,0,0,1,3,1,4,0,5,4
1467,3,1,2,0,0,0,2,0,3,1,6,6
1468,2,1,1,0,1,0,1,1,4,1,2,3
1469,3,3,2,0,1,0,2,1,2,2,2,3
1470,3,4,2,2,0,1,3,1,3,1,6,6
1471,3,3,2,1,0,1,3,1,3,1,5,4
1472,3,1,2,0,1,0,0,0,3,0,5,3
1473,3,1,2,0,0,1,2,1,4,3,4,4
1474,2,1,1,0,1,0,1,1,2,3,2,1
1475,3,0,2,0,1,0,3,1,6,2,3,4
1476,3,7,2,1,0,1,4,1,4,1,4,3
1477,3,4,1,0,0,0,2,0,2,0,4,4
1478,3,1,1,0,1,1,3,1,2,0,5,4
1479,3,0,2,0,1,0,2,1,5,3,4,4
1480,3,0,2,0,1,0,3,1,6,2,3,4
1481,2,1,1,0,1,0,2,1,5,4,3,4
1482,2,0,2,0,1,1,4,1,8,6,3,4
1483,2,1,1,0,1,0,1,1,2,3,2,1
1484,3,2,1,0,1,0,2,1,3,3,1,0
1485,3,1,2,0,0,0,2,0,2,1,4,4
1486,2,0,2,0,0,0,0,1,5,5,2,4
1487,2,1,4,2,1,1,3,2,7,2,2,4
1488,2,1,4,1,1,2,4,1,4,3,2,4
1489,3,0,4,2,0,1,4,2,2,2,2,3
1490,1,1,2,0,0,0,2,0,7,2,3,4
1491,3,1,2,0,0,0,2,0,3,4,4,3
1492,4,2,2,1,1,1,4,1,3,3,3,3
1493,4,2,2,1,0,1,3,1,3,1,6,8
1494,3,2,2,1,0,1,4,1,3,1,7,8
1495,3,2,2,1,0,1,4,1,3,1,6,6
1496,2,5,1,0,0,0,1,1,6,1,3,3
1497,2,1,2,0,1,1,2,0,3,3,6,6
1498,3,1,2,0,0,0,1,0,3,2,7,4
1499,2,4,1,0,1,0,3,0,4,4,8,4
1500,3,1,2,1,0,0,2,1,2,1,4,6
1501,4,1,2,0,0,1,3,1,2,1,3,3
1502,2,2,1,0,0,0,2,1,3,1,1,3
1503,2,2,1,0,0,0,2,0,4,1,7,6
1504,3,0,4,1,1,0,2,1,4,1,6,8
1505,5,0,2,0,0,1,2,1,2,3,2,6
1506,4,1,2,1,1,1,4,1,3,3,4,4
1507,3,1,4,1,1,1,3,1,4,4,3,4
1508,2,1,2,2,1,1,3,2,7,2,2,4
1509,3,1,2,0,1,0,3,1,3,2,4,3
1510,4,0,2,0,1,0,3,1,4,3,3,3
1511,4,1,4,0,0,0,2,1,2,3,5,4
1512,3,1,2,1,0,0,2,1,2,1,4,6
1513,3,1,2,1,0,1,3,1,2,0,5,4
1514,3,1,2,1,0,0,2,1,2,1,4,6
1515,3,0,2,0,0,1,2,1,3,6,4,4
1516,4,1,2,1,0,1,3,1,2,1,4,4
1517,4,1,2,1,0,1,3,1,2,1,4,4
1518,4,1,2,1,0,0,1,1,2,1,6,4
1519,4,1,2,0,0,1,3,1,2,1,3,3
1520,4,1,2,0,0,1,3,1,2,1,3,4
1521,2,2,1,0,0,0,2,1,3,1,1,3
1522,2,1,2,0,0,0,3,1,4,4,4,3
1523,4,1,2,1,1,1,4,2,5,3,3,4
1524,2,1,2,2,0,1,3,2,5,1,1,4
1525,3,1,4,1,0,1,3,2,2,2,1,3
1526,9,1,2,0,0,1,3,0,3,3,4,4
1527,3,1,2,1,1,1,4,1,2,3,4,4
1528,3,1,2,0,0,1,3,0,3,3,4,4
1529,2,1,2,2,0,1,3,2,5,1,1,4
1530,3,1,4,1,0,1,3,2,2,2,1,3
1531,4,2,2,1,0,0,3,1,3,0,5,6
1532,3,1,2,1,1,2,4,1,3,0,4,6
1533,3,1,2,0,0,1,2,1,4,3,4,4
1534,3,0,4,2,1,1,3,2,5,5,1,4
1535,4,0,2,0,0,0,2,1,2,2,3,4
1536,4,0,2,0,0,0,0,1,1,1,3,3
1537,4,1,2,0,0,1,3,1,3,2,3,4
1538,2,0,2,0,0,0,2,0,4,2,2,4
1539,3,1,2,0,0,1,2,1,4,3,4,4
1540,3,0,4,2,1,1,3,2,5,5,1,4
1541,3,4,1,0,0,0,1,1,3,1,1,1
1542,3,0,2,0,0,0,2,1,4,4,4,4
1543,3,0,2,0,0,0,2,1,4,5,4,4
1544,4,0,2,0,0,0,0,1,1,1,3,3
1545,3,0,2,0,1,1,3,1,4,2,4,4
1546,2,2,2,0,0,1,3,1,3,2,3,4
1547,2,2,2,0,0,1,3,1,3,2,3,4
1548,3,2,1,0,0,1,2,0,5,4,7,4
1549,4,0,2,0,0,0,2,1,2,2,3,4
1550,3,0,2,0,1,1,3,1,4,3,4,4
1551,2,1,5,0,3,1,2,1,3,1,1,4
1552,3,1,2,0,0,1,3,0,5,2,7,6
1553,2,2,2,1,1,0,3,1,6,4,4,6
1554,3,3,2,1,1,1,3,1,5,4,5,6
1555,2,1,2,0,0,1,3,1,6,4,4,6
1556,3,1,2,1,0,1,4,1,3,4,2,4
1557,3,0,2,0,1,1,3,1,4,3,4,4
1558,2,3,2,0,1,0,2,1,4,4,1,1
1559,4,2,2,0,0,0,1,0,2,1,4,1
1560,3,2,4,0,0,1,3,0,5,3,7,4
1561,5,1,2,0,1,0,2,1,3,2,3,3
1562,3,2,2,0,0,0,2,0,5,1,6,6
1563,3,2,4,0,0,1,3,0,5,3,7,4
1564,5,1,2,0,1,0,2,1,3,2,3,3
1565,4,1,2,0,1,0,2,1,3,3,3,4
1566,3,0,2,2,1,1,3,2,3,2,1,3
1567,3,1,2,0,1,0,2,1,5,2,3,3
1568,3,2,2,1,1,1,4,1,7,4,2,4
1569,2,2,4,0,0,1,3,1,4,2,3,3
1570,2,2,4,0,0,1,3,1,4,2,3,3
1571,3,2,2,1,1,1,4,1,7,4,2,4
1572,2,1,2,0,1,1,3,1,7,3,3,4
1573,3,1,2,0,1,0,2,1,3,1,3,3
1574,4,0,2,1,1,0,2,1,1,1,4,1
1575,2,0,4,0,1,2,4,1,8,6,4,4
1576,2,1,2,0,1,0,1,1,5,2,2,4
1577,3,5,2,0,1,0,2,1,5,4,4,1
1578,2,0,4,1,1,1,3,2,7,5,3,3
1579,3,2,2,1,1,1,4,2,4,3,1,1
1580,5,2,2,2,1,0,2,2,4,2,2,3
